,person-1x,person-1y,person-2x,person-2y,person-3x,person-3y,person-4x,person-4y,person-5x,person-5y,person-6x,person-6y,person-7x,person-7y,person-8x,person-8y,person-9x,person-9y,person-10x,person-10y,person-11x,person-11y,person-12x,person-12y,person-13x,person-13y,person-14x,person-14y,person-15x,person-15y,person-16x,person-16y,person-17x,person-17y,person-18x,person-18y,person-19x,person-19y,person-20x,person-20y,person-21x,person-21y,person-22x,person-22y,person-23x,person-23y,person-24x,person-24y,person-25x,person-25y,person-26x,person-26y,person-27x,person-27y,person-28x,person-28y,person-29x,person-29y,person-30x,person-30y,person-31x,person-31y,person-32x,person-32y,person-33x,person-33y,person-34x,person-34y,person-35x,person-35y,person-36x,person-36y,person-37x,person-37y,person-38x,person-38y,person-39x,person-39y,person-40x,person-40y,person-41x,person-41y,person-42x,person-42y,person-43x,person-43y,person-44x,person-44y,person-45x,person-45y,person-46x,person-46y,person-47x,person-47y,person-48x,person-48y,person-49x,person-49y,person-50x,person-50y,person-51x,person-51y,person-52x,person-52y,person-53x,person-53y,person-54x,person-54y
10,58.0,381.10668259979263,183.0,412.40425610206745,126.0,488.0057609816108,137.0,330.17019647474086,,,70.0,285.58557144446274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,58.0,380.4185530615123,183.0,411.3957380890581,125.0,491.24044481919253,137.0,330.16383438783333,,,70.0,286.1450180310616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,57.0,378.8059524771718,184.0,411.0323542802748,125.0,493.7743306077024,137.0,330.81529459583004,,,70.0,285.53627900499833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,56.0,381.57766377723533,183.0,410.2391364444914,127.0,496.04446373196043,138.0,330.3844124063208,,,70.0,285.99765734674247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,56.0,382.5860713467506,183.0,409.95822442535183,128.0,496.90648219035063,138.0,330.2083164113559,,,69.0,285.44011829185786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,55.0,382.96251820722824,183.0,409.1977646623343,127.0,497.215012887788,139.0,312.2130735526725,,,68.0,285.21791229421666,1205.0,161.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,54.0,384.4098653136238,183.0,408.9313047516834,127.0,497.9586053564751,138.0,324.5357400161462,,,67.0,285.1263596387719,1205.0,160.1322314049587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,53.0,384.94749752219604,183.0,410.1837603951497,127.0,498.87125432044695,138.0,328.71673086165725,,,66.0,284.41156996318284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,53.0,385.1371979430087,182.0,410.6589411245098,126.0,498.55013445673933,138.0,330.4005167956443,,,66.0,284.13930253338646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,53.0,384.5371723126317,182.0,410.8465400111692,125.0,498.39721906171434,138.0,330.3804167275966,,,64.0,312.85845044673584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,53.0,384.9491730803652,181.0,410.92168220993705,125.0,498.3158024725951,138.0,331.6573343884174,,,63.0,324.01385963169474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,53.0,385.0949355356347,179.0,410.28939021319275,122.0,497.61076112979583,138.0,332.1205144040024,,,63.0,326.93091831713645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,52.0,385.1383472951359,179.0,410.71866464401404,120.0,495.3299235091133,137.0,332.2705042812518,,,63.0,328.55399930104113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,52.0,387.764985928276,180.0,410.8835319405438,118.0,496.4675420339297,136.0,330.330870282134,,,63.0,327.77331025688505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,51.0,388.7522807181175,180.0,410.94836825667335,117.0,497.5406358160899,136.0,330.2264159646212,,,62.0,328.59184140225466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,51.0,389.76504909789696,181.0,410.97395724605843,116.0,498.5977065407528,135.0,328.8531831310396,,,62.0,328.15065172405326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,51.0,390.13053463000426,182.0,412.3071255777677,114.0,498.9879725160257,136.0,326.3306746318143,,,61.0,326.55136081442066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,51.0,392.2109396744456,182.0,412.15299960185666,113.0,499.1239500523839,137.0,328.0571030574282,,,61.0,325.8068632156567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,47.0,385.16297160737975,182.0,412.0870096963052,112.0,499.1598807427135,136.0,329.35064351657354,,,62.0,324.7726949502001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,51.0,389.12940614967795,182.0,412.05858704172977,111.0,498.5012466123799,136.0,329.83928487713786,,,63.0,324.281726724648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,52.0,389.1840113267935,182.0,412.0447961083792,106.0,497.5767836649041,135.0,330.01800051669045,,,64.0,320.73313882790376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,47.0,382.5646626518966,183.0,412.03659308856373,104.0,497.88549944997453,134.0,330.07715938865283,,,64.0,320.6232235767958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,44.0,380.6753822951225,184.0,412.0317750283243,104.0,497.9977493529094,133.0,330.0916216005445,,,64.0,319.8762750406215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,42.0,380.70272487721377,184.0,413.33555141802464,104.0,497.3687135662793,132.0,330.0902904743329,,,64.0,320.22317778182276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,41.0,378.03699298862165,184.0,413.8315764654425,103.0,495.800666498351,131.0,329.4235620523762,,,64.0,318.9955618100563,,,1144.0,149.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,40.0,382.49713762898375,184.0,414.0148575072128,103.0,493.8793340885886,131.0,329.82668273044993,,,64.0,318.49915844280724,,,1144.0,149.86776859504133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,40.0,386.7502805584527,184.0,414.0768336997862,102.0,490.49020077064455,130.0,329.9756318855733,,,63.0,319.6277123986149,,,1144.0,150.0167731775813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,40.0,389.02900673171507,184.0,413.43564504911586,94.0,479.83858375171496,129.0,330.68942310019656,,,63.0,323.3549462368454,,,1144.0,150.19977841980113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,39.0,389.8814681687654,183.0,413.8435780140564,91.0,474.5250945065985,127.0,330.2936611488732,,,64.0,323.4195036045228,,,1144.0,150.38278366202096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,39.0,390.1809886433522,183.0,413.9936376761689,90.0,472.0527320643382,127.0,330.1370239736983,,,64.0,325.38130058834383,,,1144.0,150.56578890424075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,37.0,389.61310459165895,183.0,414.04560702820527,89.0,474.6574646669027,126.0,330.07404051407804,,,65.0,329.3705010174692,,,1144.0,150.74879414646057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,36.0,390.69278418081785,183.0,415.37753339494566,87.0,472.9478648369585,125.0,330.70988592813364,,,65.0,331.5064481922779,,,1144.0,150.9317993886804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,35.0,391.74188872912316,183.0,416.5288778442748,85.0,471.2382650070143,125.0,330.945142784847,,,64.0,331.64132010149103,,,1148.0,150.0262288213288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,33.0,389.4820933782038,184.0,416.30447920291067,80.0,469.9344534776406,125.0,331.6888487303554,,,64.0,332.9462226047993,,,1148.0,150.01887015284686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,31.0,388.5931715781552,184.0,416.20391322913144,78.0,467.38996381980695,125.0,331.96441286126503,,,65.0,332.75134906142864,,,1148.0,150.01651735053417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,30.0,390.25043675781546,183.0,415.49623797104437,77.0,464.52577940345805,125.0,332.06099045711153,,,65.0,331.9772894112746,,,1148.0,149.3478632686764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,30.0,390.85749780657153,183.0,415.218914321005,76.0,470.33705961331214,125.0,332.0894594710144,,,65.0,330.32076421189754,,,1148.0,149.09374729268077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,28.0,392.38948667012903,183.0,415.1082786116268,74.0,474.40024515385255,123.0,332.09268461819374,,,65.0,328.99198176267316,,,1148.0,149.66880117605803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,28.0,392.95869435074025,183.0,415.72526039832786,71.0,473.3630252774851,123.0,332.746986527642,,,65.0,330.46213570886187,,,1148.0,149.8874167689396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,27.0,393.1570463055081,183.0,415.2932239288467,68.0,473.63593470323485,123.0,332.9876458216191,,,65.0,330.99638462411497,,,1148.0,150.63368188150645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,26.0,392.55395802301206,182.0,415.1245738190079,67.0,472.44041053581515,123.0,333.0705970138001,,,65.0,328.5439373039044,,,1147.0,151.57215285199393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,26.0,392.3077181150827,182.0,415.05838449497037,63.0,471.99952990794304,124.0,333.09413484650827,,,65.0,327.58426317072394,,,1147.0,151.26544232868517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,25.0,392.8642824638488,182.0,415.0317004305657,60.0,471.19148275710927,124.0,332.43673684160285,,,65.0,327.8847878703436,,,1147.0,151.1405754008772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,24.0,393.72251825795973,182.0,414.3578244143542,58.0,470.9017220964118,124.0,332.8415214675768,,,64.0,327.9939371361029,,,1147.0,151.08761714723116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,24.0,393.37462679817656,182.0,414.1036301680017,55.0,472.12757750570603,124.0,332.9897141801538,,,62.0,328.69640128514834,,,1147.0,151.063759658458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,25.0,390.58327988438947,182.0,413.34638646215734,52.0,471.28696849679534,124.0,333.04080767078557,,,61.0,329.61716485806545,,,1147.0,151.14855378168545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,24.0,390.5403810464376,182.0,413.06532029526056,51.0,471.6445941198742,124.0,332.3948015996371,,,59.0,332.6061851391561,,,1147.0,151.23334790491288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,24.0,390.4974822084857,183.0,412.9663178737167,50.0,473.10002346656705,124.0,332.14607806943,,,57.0,340.8975903343239,,,1147.0,151.3181420281403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,23.0,390.4545833705338,183.0,413.6008921511947,49.0,474.3182637364556,124.0,332.051128204728,,,56.0,342.75446529996435,,,1147.0,151.40293615136775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,23.0,390.41168453258183,184.0,413.17995113161913,50.0,474.1312561128488,124.0,332.015396150564,,,55.0,343.418580362325,,,1147.0,151.48773027459518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,22.0,390.3687856946299,185.0,412.36071704379094,45.0,472.0883299061706,125.0,332.66439729609897,,,55.0,342.96326705453083,,,1147.0,151.5725243978226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,21.0,390.325886856678,185.0,412.0579508771326,43.0,471.9648582594418,126.0,332.9080431591017,,,54.0,342.7333451510646,,,1147.0,151.65731852105006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,21.0,390.2829880187261,184.0,411.951857895427,41.0,470.0271900772011,127.0,332.99754812489164,,,54.0,342.6039929217848,,,1147.0,151.74211264427748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,20.0,390.2400891807742,184.0,411.9193479956349,41.0,469.2480420682624,126.0,333.02810276117737,,,54.0,343.8348245028188,,,1147.0,151.8269067675049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,20.0,390.1971903428223,184.0,411.9136908505486,40.0,469.61075582546533,126.0,333.03642015964977,,,54.0,344.9249827804134,,,1147.0,151.91170089073236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,19.0,390.1542915048704,183.0,411.9181739668537,38.0,470.40670182977647,126.0,333.03659103478117,,,53.0,345.3058457815483,,,1147.0,151.99649501395982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,18.0,390.1113926669185,182.0,411.9256912348569,36.0,470.7189673621347,126.0,333.0339870469453,,,53.0,347.38432553369927,,,1147.0,152.08128913718724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,18.0,390.06849382896655,182.0,411.9336372823939,34.0,470.85156189267514,126.0,332.37153813923766,,,53.0,350.7515109562972,,,1148.0,152.16608326041467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,17.0,390.0255949910146,182.0,411.9409289892927,32.0,469.60030195159504,126.0,332.11834111903846,,,53.0,353.30291967532526,,,1148.0,152.2508773836421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,17.0,389.9826961530627,182.0,411.9480768223694,31.0,468.47007476418275,126.0,332.02395365806336,,,53.0,354.89452529575817,,,1148.0,152.33567150686952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,16.0,389.9397973151108,181.0,412.61451672171154,30.0,471.33514437748136,127.0,331.9902171118962,,,53.0,354.1614971089657,,,1148.0,152.42046563009697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,15.0,389.8968984771589,182.0,412.8682856752755,28.0,471.1223777865882,127.0,331.3171310445405,,,52.0,350.54872264838104,,,1148.0,152.50525975332442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,15.0,389.85399963920696,182.0,413.6239299320069,28.0,472.3442595025961,127.0,331.0660850520233,,,53.0,347.772399014632,,,1148.0,152.59005387655185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,14.0,389.81110080125507,181.0,413.2491652584762,26.0,472.8106991344007,126.0,330.31283710467596,,,53.0,346.70913435579644,,,1148.0,152.67484799977927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,14.0,389.7682019633031,181.0,413.10259592895596,26.0,472.9860893155767,125.0,330.0360517418793,,,53.0,346.30418375304015,,,1148.0,152.75964212300673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,13.0,389.7253031253513,181.0,413.04559994733813,25.0,472.39550417742134,124.0,329.27546805510264,,,52.0,346.81006777316145,,,1148.0,152.84443624623415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,13.0,389.6824042873993,181.0,413.0229980604147,24.0,472.16187116590675,125.0,331.6635524899071,,,52.0,346.9837292879837,,,1148.0,152.92923036946158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,12.0,389.63950544944737,181.0,413.0136662842044,24.0,472.07071058430836,125.0,333.23913480874194,,,52.0,347.15739080280593,,,1148.0,153.01402449268903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
