,person-1x,person-1y,person-2x,person-2y,person-3x,person-3y,person-4x,person-4y,person-5x,person-5y,person-6x,person-6y,person-7x,person-7y,person-8x,person-8y,person-9x,person-9y,person-10x,person-10y,person-11x,person-11y,person-12x,person-12y,person-13x,person-13y,person-14x,person-14y,person-15x,person-15y,person-16x,person-16y,person-17x,person-17y,person-18x,person-18y,person-19x,person-19y,person-20x,person-20y,person-21x,person-21y,person-22x,person-22y,person-23x,person-23y,person-24x,person-24y,person-25x,person-25y,person-26x,person-26y,person-27x,person-27y,person-28x,person-28y,person-29x,person-29y,person-30x,person-30y,person-31x,person-31y,person-32x,person-32y,person-33x,person-33y,person-34x,person-34y,person-35x,person-35y,person-36x,person-36y,person-37x,person-37y,person-38x,person-38y,person-39x,person-39y,person-40x,person-40y,person-41x,person-41y,person-42x,person-42y,person-43x,person-43y,person-44x,person-44y,person-45x,person-45y,person-46x,person-46y,person-47x,person-47y,person-48x,person-48y,person-49x,person-49y,person-50x,person-50y,person-51x,person-51y,person-52x,person-52y,person-53x,person-53y,person-54x,person-54y
483,741.0,255.96108829276446,1458.0,229.69456805985234,752.0,255.8463751185448,938.0,141.05417519154446,,,1164.0,154.24704565526142,,,920.0,140.98929202780928,,,938.0,216.21280295129839,876.0,213.71971659017441,,,,,,,,,,,,,,,,,,,816.0,264.0432488456678,662.0,192.08630109626705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,740.0,257.70786368147196,1464.0,230.3144746131604,753.0,257.0855899962597,906.0,145.95040454090912,,,1163.0,154.07048791069587,,,915.0,139.50475780157228,,,937.0,215.5814427649819,874.0,213.57036754401662,,,,,,,,,,,,,,,,,,,815.0,264.8016278451603,662.0,192.05182385399547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,736.0,258.3332837390631,1469.0,230.93438116646846,754.0,258.3248048739746,903.0,146.24803574582168,,,1164.0,154.0059819415108,,,911.0,138.02022357533528,,,936.0,215.97325125725519,873.0,206.34499942096193,,,,,,,,,,,,,,,,,,,814.0,265.66318502567253,663.0,190.72473429122596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,733.0,259.1811958783718,1475.0,231.5542877197765,755.0,259.5640197516895,898.0,145.08118583916897,,,1160.0,154.64995095557327,,,906.0,136.53568934909828,,,933.0,216.1092537932954,866.0,209.47362019623176,,,,,,,,,,,,,,,,,,,813.0,265.22561827255,662.0,191.54898841183834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,731.0,260.7664957203484,1480.0,232.17419427308457,756.0,260.8032346294044,891.0,150.8696386941583,,,1156.0,154.2296768436429,,,901.0,135.0511551228613,,,929.0,216.14506137972904,862.0,211.26584668127407,,,,,,,,,,,,,,,,,,,809.0,263.59538466063213,660.0,193.1938960388536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,730.0,260.6816274599745,1486.0,232.79410082639262,757.0,262.0424495071193,886.0,150.4056735156151,,,1155.0,154.72896576860188,,,897.0,133.56662089662433,,,927.0,216.14492593546973,859.0,211.91905083228997,,,,,,,,,,,,,,,,,,,805.0,262.92100854491696,658.0,194.43934553883213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,730.0,263.2298705236609,1492.0,233.41400737970068,759.0,263.28166438483413,881.0,149.94170833707187,,,1154.0,154.26730996947396,,,892.0,132.08208667038733,,,927.0,216.13272116313345,857.0,210.7962178411692,,,,,,,,,,,,,,,,,,,803.0,261.95135766927376,657.0,194.912073405101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,728.0,264.1540648156491,1497.0,234.03391393300873,760.0,264.52087926254904,877.0,149.47774315852868,,,1154.0,154.2499717021719,,,888.0,130.59755244415032,,,925.0,216.11911674693312,855.0,209.68719769215272,,,,,,,,,,,,,,,,,,,802.0,266.3137213150763,656.0,193.79208344697895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,724.0,262.46431106546606,1503.0,234.6538204863168,761.0,265.76009414026396,872.0,149.0137779799855,,,1153.0,154.23263343486985,,,883.0,129.11301821791335,,,921.0,216.1041206821982,850.0,210.64042328046423,,,,,,,,,,,,,,,,,,,797.0,266.51529922448344,655.0,193.3377644455341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,721.0,267.15694658328,1508.0,235.27372703962484,762.0,266.9993090179788,868.0,148.54981280144227,,,1153.0,154.21529516756783,,,879.0,127.62848399167635,,,917.0,216.76100567195314,847.0,210.29952476954605,,,,,,,,,,,,,,,,,,,786.0,260.96499974282267,655.0,193.1589769636288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,719.0,270.13271116901,1514.0,235.8936335929329,763.0,268.23852389569373,863.0,148.08584762289905,,,1152.0,154.19795690026578,,,874.0,126.14394976543934,,,914.0,217.65996356952357,845.0,210.16079211794857,,,,,,,,,,,,,,,,,,,780.0,266.56694343856736,655.0,193.74432312828228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,718.0,271.87408559925353,1520.0,236.51354014624096,764.0,269.47773877340865,858.0,147.62188244435586,,,1151.0,154.18061863296373,,,870.0,124.65941553920236,,,912.0,216.67417282780127,843.0,210.1008166718042,,,,,,,,,,,,,,,,,,,772.0,261.3045978301275,654.0,193.2977991558758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,714.0,272.4879061835444,1525.0,237.133446699549,765.0,270.7169536511235,854.0,147.15791726581267,,,1151.0,154.1632803656617,,,768.0,273.8150977453156,,,908.0,216.94579717163154,841.0,209.40816910232442,,,,,,,,,,,,,,,,,,,769.0,261.5020294357212,655.0,193.12582984365713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,709.0,274.62902826201633,1531.0,237.75335325285707,839.0,203.01977628996616,849.0,160.24485248466794,,,1150.0,154.14594209835968,,,759.0,272.78249792441636,,,905.0,214.40104959309105,838.0,209.43066420432743,,,,,,,,,,,,,,,,,,,765.0,261.699461041315,656.0,192.37971034305838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,709.0,272.7962729124429,1536.0,238.37325980616512,843.0,201.77164827244502,848.0,159.4962329082366,,,1149.0,154.12860383105763,,,748.0,271.28359550970964,,,902.0,213.42692210309897,835.0,211.44653463865546,,,,,,,,,,,,,,,,,,,761.0,261.8968926469088,657.0,192.10841774229974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,709.0,272.65757822482976,1542.0,238.99316635947318,847.0,200.52352025492382,844.0,159.83982931180174,,,1149.0,154.11126556375558,,,740.0,273.5913426639304,,,899.0,213.7236250234392,833.0,211.89193628683583,,,,,,,,,,,,,,,,,,,757.0,262.09432425250253,658.0,191.34195041976278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,711.0,273.22181292785035,1548.0,239.61307291278123,851.0,199.27539223740268,840.0,160.18342571536687,,,1148.0,154.09392729645353,,,732.0,275.8990898181511,,,896.0,212.54805804084114,831.0,210.75585251021664,,,,,,,,,,,,,,,,,,,754.0,262.2917558580963,659.0,191.0598185632452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,710.0,274.19545977760595,1553.0,240.2329794660893,855.0,198.02726421988152,835.0,160.52702211893205,,,1148.0,154.07658902915148,,,722.0,281.38976171881404,,,893.0,212.09473343351988,828.0,209.70294259909332,,,,,,,,,,,,,,,,,,,750.0,262.48918746369003,661.0,190.96274821741554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,709.0,275.1691066273615,1559.0,240.85288601939735,858.0,196.77913620236035,831.0,160.87061852249718,,,1147.0,154.05925076184946,,,706.0,282.0557458939386,,,888.0,213.2545036758915,821.0,208.55557419984328,,,,,,,,,,,,,,,,,,,746.0,262.68661906928384,661.0,190.93304102812124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,707.0,276.142753477117,1564.0,241.4727925727054,862.0,195.5310081848392,827.0,161.21421492606234,,,1146.0,154.04191249454743,,,694.0,287.39219068474955,,,886.0,214.35646912066983,817.0,207.46010776233769,,,,,,,,,,,,,,,,,,,742.0,262.8840506748776,663.0,190.25720416268237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,706.0,277.1164003268726,1570.0,242.09269912601346,866.0,194.282880167318,822.0,161.5578113296275,,,1146.0,154.02457422724538,,,683.0,288.7426807951763,,,883.0,215.4374739190826,814.0,208.43534095869762,,,,,,,,,,,,,,,,,,,738.0,263.08148228047133,666.0,190.01480313282457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,705.0,278.0900471766281,1576.0,242.7126056793215,823.0,208.68173003222387,818.0,161.90140773319263,,,1145.0,154.00723595994333,,,677.0,289.8315072127285,,,881.0,215.1853616235624,811.0,208.3710979211935,,,,,,,,,,,,,,,,,,,735.0,263.2789138860651,668.0,189.93631083716753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,704.0,279.0636940263837,1581.0,243.33251223262957,821.0,208.7672508710892,814.0,162.2450041367578,,,1144.0,153.9898976926413,,,668.0,291.4546825904823,,,879.0,215.08719150312308,808.0,208.30685488368937,,,,,,,,,,,,,,,,,,,731.0,263.4763454916589,669.0,189.73766772082186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,703.0,280.0373408761393,1587.0,243.95241878593762,821.0,208.45380988496268,810.0,162.58860054032294,,,1144.0,153.97255942533926,,,657.0,292.00353562440483,,,875.0,215.04742282132003,811.0,209.74221848867373,,,,,,,,,,,,,,,,,,,727.0,263.67377709725264,670.0,189.53902460447617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,701.0,281.0109877258948,1592.0,244.57232533924568,822.0,208.14036889883616,805.0,162.93219694388807,,,1143.0,153.9552211580372,,,647.0,288.91645720530823,,,870.0,215.6921364270757,808.0,208.61768934537014,,,,,,,,,,,,,,,,,,,723.0,263.8712087028464,671.0,189.3403814881305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,700.0,281.9846345756504,1598.0,245.19223189255374,823.0,207.82692791270964,801.0,163.27579334745326,,,1143.0,153.93788289073518,,,634.0,288.2372585175788,,,867.0,214.61506798652886,806.0,208.20052737541607,,,,,,,,,,,,,,,,,,,719.0,264.06864030844014,680.0,188.11142723092524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,699.0,282.9582814254059,1604.0,245.8121384458618,824.0,207.5134869265831,797.0,163.6193897510184,,,1142.0,153.92054462343313,,,625.0,289.90535404117185,,,865.0,214.20115895790485,802.0,208.0448794895628,,,,,,,,,,,,,,,,,,,716.0,264.26607191403394,681.0,187.8036773379161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,698.0,283.93192827516145,1609.0,246.43204499916985,825.0,207.2000459404566,793.0,163.96298615458355,,,1141.0,153.90320635613108,,,618.0,289.83570028307776,,,863.0,212.72813393543066,797.0,207.3360925096594,,,,,,,,,,,,,,,,,,,712.0,264.4635035196277,681.0,189.49471887996296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,696.0,284.90557512491705,1615.0,247.0519515524779,826.0,206.88660495433007,723.0,184.62044318577824,,,1141.0,153.88586808882906,,,615.0,291.0600111186523,,,858.0,212.83193549780043,793.0,206.40197819229428,,,,,,,,,,,,,,,,,,,708.0,264.66093512522144,682.0,189.40396755928072,584.0,274.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,695.0,285.87922197467253,576.0,280.9742399977626,826.0,206.57316396820354,721.0,185.2992064735261,,,1140.0,153.86852982152703,,,613.0,292.1376134913992,,,855.0,212.87601493059495,790.0,206.72493260475065,,,,,,,,,,,,,,,,,,,704.0,264.85836673081525,684.0,189.31321623859853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,694.0,286.8528688244281,556.0,290.5015462872931,827.0,206.25972298207702,713.0,186.78158571294887,,,1201.0,167.91179751713466,,,605.0,292.51164133600696,,,852.0,212.25135306475607,791.0,207.5074139042914,,,,,,,,,,,,,,,,,,,700.0,265.055798336409,685.0,189.22246491791628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,749.0,198.07657896400875,543.0,289.4624678236021,828.0,205.9462819959505,706.0,188.26396495237162,,,1202.0,168.16425481711855,,,599.0,287.37505566317157,,,848.0,210.682649540138,788.0,207.4457210414601,,,,,,,,,,,,,,,,,,,697.0,265.2532299420028,687.0,189.13171359723407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,754.0,194.62239523615477,528.0,288.0732487747312,829.0,205.63284100982398,698.0,189.74634419179435,,,1202.0,171.56813142969105,,,592.0,284.5931971792397,,,844.0,210.78757388500347,786.0,207.38402817862885,,,,,,,,,,,,,,,,,,,693.0,265.45066154759655,688.0,189.04096227655185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,761.0,193.51152328939992,520.0,286.0794195244718,830.0,205.31940002369745,691.0,191.2287234312171,,,1202.0,173.47514028566286,,,590.0,290.4147374320963,,,841.0,210.83143156929316,783.0,207.3223353157976,,,,,,,,,,,,,,,,,,,689.0,265.6480931531903,709.0,181.50166432862412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,759.0,191.25373698678197,509.0,286.76589744151124,830.0,205.00595903757093,683.0,192.7111026706399,,,1203.0,174.48793864001522,,,581.0,284.59179457261905,,,839.0,211.52901831945562,781.0,207.26064245296635,,,,,,,,,,,,,,,,,,,685.0,265.84552475878405,714.0,182.3287233579257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,765.0,196.05356897178922,496.0,285.61181135008866,831.0,204.6925180514444,675.0,194.19348191006264,,,1203.0,172.77996628130387,,,569.0,286.95561924583217,,,837.0,210.46138948326865,778.0,207.19894959013504,,,,,,,,,,,,,,,,,,,681.0,266.0429563643778,719.0,181.9155179484592,,,1076.0,164.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,770.0,195.81145869789395,484.0,287.93505557361823,832.0,204.3790770653179,668.0,195.67586114948537,,,1203.0,172.47133309723284,,,563.0,286.4472595815447,,,834.0,208.71422818649006,776.0,207.1372567273038,,,,,,,,,,,,,,,,,,,678.0,266.2403879699716,722.0,181.35845862224244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,774.0,194.53302802578912,475.0,289.44126415859057,833.0,204.06563607919136,660.0,197.15824038890813,,,1203.0,173.69412689332455,,,553.0,291.6568452456633,,,832.0,207.4209749861486,773.0,207.07556386447254,,,,,,,,,,,,,,,,,,,674.0,266.43781957556536,726.0,180.80139929602566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,775.0,192.8180365155696,468.0,290.65643866204175,834.0,203.75219509306484,653.0,198.64061962833088,,,1201.0,174.12561054961583,,,546.0,294.83051182398265,,,829.0,206.29404816924438,770.0,207.0138710016413,,,,,,,,,,,,,,,,,,,670.0,266.6352511811591,729.0,180.2443399698089,,,,,1067.0,164.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,774.0,193.62076994010107,457.0,288.4442040840759,835.0,203.43875410693832,645.0,200.1229988677536,,,1201.0,174.26105819038173,,,541.0,294.0413716288439,,,826.0,206.56533924751668,768.0,206.95217813880998,,,,,,,,,,,,,,,,,,,666.0,266.8326827867529,733.0,179.68728064359215,,,,,1064.0,164.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,776.0,191.92320996727727,445.0,290.24659636894535,835.0,203.1253131208118,638.0,201.60537810717636,,,1200.0,174.94879422160443,,,531.0,292.33336544694,,,826.0,206.68292399835553,765.0,206.89048527597873,,,,,,,,,,,,,,,,,,,662.0,267.03011439234666,758.0,191.75427123728085,,,,,1062.0,164.79658889327106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,779.0,190.22564999445348,435.0,290.23535675587675,836.0,202.81187213468527,630.0,203.08775734659915,,,1200.0,174.52414329344032,,,522.0,291.01614868484023,,,822.0,204.1046702624974,763.0,206.82879241314748,,,,,,,,,,,,,,,,,,,659.0,267.2275459979404,764.0,197.2480248952997,,,,,1061.0,165.1354324743249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,781.0,188.52809002162974,426.0,292.2121179920729,837.0,202.49843114855875,622.0,204.5701365860219,,,1199.0,175.00279017039003,,,512.0,287.1940424791229,,,821.0,203.15636296099666,760.0,206.76709955031623,,,,,,,,,,,,,,,,,,,655.0,267.4249776035342,767.0,198.08213034231446,,,,,1060.0,165.4742760553787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,784.0,186.83053004880594,420.0,292.9346661162327,838.0,202.18499016243223,615.0,206.05251582544463,,,1198.0,175.82669076679647,,,506.0,284.3434232516269,,,822.0,203.4411038354162,758.0,206.70540668748492,,,,,,,,,,,,,,,,,,,651.0,267.62240920912797,768.0,200.9263106653055,,,,,1060.0,164.12116027651103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,786.0,185.13297007598217,414.0,293.847120121391,839.0,201.8715491763057,607.0,207.53489506486738,,,1197.0,176.11893658567286,,,497.0,283.9937392134244,,,823.0,203.58152285144465,755.0,206.64371382465367,,,,,,,,,,,,,,,,,,,647.0,267.8198408147217,767.0,201.3802816625908,,,,,1060.0,164.0244417730337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,789.0,183.4354101031584,406.0,285.46841606356344,840.0,201.55810819017918,600.0,209.01727430429014,,,1196.0,176.20058705955663,,,486.0,281.8949475107097,,,823.0,203.01350174839845,753.0,206.58202096182242,,,,,,,,,,,,,,,,,,,643.0,268.0172724203155,763.0,200.2266455065955,,,,,1058.0,164.695171146405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,791.0,181.7378501303346,399.0,274.61304627193863,840.0,201.24466720405266,592.0,210.4996535437129,,,1196.0,176.21314083676663,,,478.0,279.7799323586765,,,818.0,206.68874961431658,750.0,206.52032809899117,,,,,,,,,,,,,,,,,,,640.0,268.21470402590927,760.0,198.39788856575382,,,,,1056.0,164.93154028756553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,793.0,180.04029015751087,395.0,272.2328570231182,841.0,200.93122621792614,585.0,211.98203278313565,,,1195.0,178.20805046690694,,,471.0,279.00929863719966,,,815.0,206.84540470095146,747.0,206.45863523615986,,,,,,,,,,,,,,,,,,,636.0,268.412135631503,757.0,198.34564406505868,,,,,1054.0,165.69479764437477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,796.0,178.34273018468707,392.0,272.8760523648018,842.0,200.61778523179962,577.0,213.46441202255838,,,1195.0,178.27240354163874,,,465.0,278.0852255248929,,,813.0,206.9097198917098,745.0,206.3969423733286,,,,,,,,,,,,,,,,,,,632.0,268.6095672370968,754.0,198.9660510854917,,,,,1052.0,163.94830136141707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,849.0,183.7876130859397,389.0,276.5402409765268,843.0,200.3043442456731,569.0,214.94679126198113,,,1194.0,182.2262368685362,,,458.0,279.7732654443425,,,812.0,209.61010077839384,742.0,206.33524951049736,,,,,,,,,,,,,,,,,,,628.0,268.8069988426906,752.0,200.49474618128642,,,,,1049.0,165.32933923847563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,863.0,173.58426596647485,387.0,278.57030987084363,844.0,199.99090325954657,562.0,216.42917050140392,,,1194.0,183.6942663193347,,,448.0,279.0995458159199,,,813.0,209.94422174579003,740.0,206.2735566476661,,,,,,,,,,,,,,,,,,,624.0,269.0044304482843,747.0,205.61212531715995,,,,,1047.0,168.48182893335826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,870.0,168.5692065575215,385.0,277.4070025096603,844.0,199.67746227342005,554.0,217.91154974082667,,,1194.0,186.1993430342551,,,438.0,276.22626886054854,,,813.0,208.7526251521605,737.0,206.2118637848348,,,,,,,,,,,,,,,,,,,417.0,281.99601123747334,744.0,208.20084576689658,,,,,1045.0,169.00169004294014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,875.0,167.432384449082,384.0,276.31051043453294,845.0,199.36402128729353,547.0,219.3939289802494,,,1193.0,187.77195603510648,,,434.0,274.48557082608477,,,813.0,208.28030502883672,735.0,206.15017092200355,,,,,,,,,,,,,,,,,,,407.0,282.5508404442185,743.0,208.52528096443137,,,,,1043.0,169.16527385716967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,877.0,167.77226523082143,381.0,274.6056719585605,846.0,199.050580301167,539.0,220.87630821967215,,,1192.0,188.3262038987133,,,431.0,273.20622441074045,,,813.0,207.43110471695806,732.0,206.0884780591723,,,,,,,,,,,,,,,,,,,398.0,283.1056696509637,743.0,208.59047908607627,,,,,1040.0,168.526078612668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,883.0,165.90563486164683,381.0,274.6294147777244,847.0,198.73713931504048,532.0,222.3586874590949,,,1190.0,187.84298112828685,,,425.0,274.0980860733806,,,811.0,207.78728642493246,862.0,170.22494364919646,,,,,,,,,,,,,,,,,,,388.0,283.66049885770894,743.0,208.57247522145164,,,,,1039.0,168.2964305666793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,889.0,164.0390044924722,380.0,264.84752995397355,848.0,198.42369832891396,524.0,223.84106669851764,,,1188.0,187.61515658188983,,,417.0,273.3842342258213,,,811.0,207.92178424796296,860.0,168.16946235205552,,,,,,,,,,,,,,,,,,,397.0,276.51514095532843,742.0,201.97910598273427,,,,,1028.0,168.8587982654796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,899.0,166.27628796021946,382.0,258.9906158583002,849.0,198.11025734278743,516.0,225.3234459379404,,,1187.0,188.14958584983464,,,410.0,272.670382378262,,,810.0,207.97313383347387,860.0,166.83258004111758,,,,,,,,,,,,,,,,,,,389.0,276.6041145757283,743.0,201.3732898482325,,,,,1024.0,168.37406174284197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,905.0,165.67734623413585,386.0,258.3508407456271,849.0,197.7968163566609,509.0,226.80582517736318,,,1187.0,188.94016429062395,,,403.0,271.9565305307027,,,810.0,207.9918123259044,863.0,165.7417160744012,,,,,,,,,,,,,,,,,,,396.0,270.6562021027984,744.0,201.15578058424802,,,,,1023.0,167.49818134555642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,911.0,164.3404406620758,387.0,257.4938518984773,850.0,197.4833753705344,501.0,228.28820441678593,,,1186.0,189.73074273141322,,,396.0,271.24267868314337,,,810.0,207.99858198031376,865.0,164.18163400711683,,,,,,,,,,,,,,,,,,,396.0,269.35142843281847,744.0,201.07031647950413,,,,,1024.0,167.17261151937214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,917.0,163.00353509001576,385.0,255.74921936259827,851.0,197.16993438440787,494.0,229.77058365620866,,,1185.0,190.52132117220253,,,390.0,280.1514257318825,,,810.0,208.67228142476404,867.0,162.62155193983244,,,,,,,,,,,,,,,,,,,390.0,268.8465186236966,745.0,200.3751203290264,,,,,1024.0,167.74387011083132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,924.0,161.6666295179557,382.0,254.0045868267192,852.0,196.85649339828134,486.0,231.2529628956314,,,1185.0,191.31189961299182,,,387.0,275.78190684259386,,,808.0,208.25551550253425,870.0,161.06146987254812,,,,,,,,,,,,,,,,,,,383.0,268.34160881457484,745.0,203.43819572222512,,,,,1024.0,167.94403041437062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,921.0,170.04528693759454,389.0,269.0805923170218,853.0,196.54305241215482,479.0,232.73534213505417,,,1184.0,192.1024780537811,,,380.0,275.610719104558,,,806.0,208.75664210562377,872.0,159.50138780526373,,,,,,,,,,,,,,,,,,,377.0,267.83669900545306,745.0,205.24399246803358,,,,,1025.0,168.01487799354834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
