,person-10y,person-1y,person-2y,person-3y,person-4y,person-5y,person-6y,person-7y,person-8y,person-9y,person-10x,person-1x,person-2x,person-3x,person-4x,person-5x,person-6x,person-7x,person-8x,person-9x,person-11y,person-11x,person-12y,person-13y,person-13x,person-14y,person-15y,person-16y,person-17y,person-17x,person-18y,person-19y,person-19x,person-20y,person-21y,person-22y,person-22x,person-23y,person-24y,person-25y,person-26y,person-27y,person-28y,person-29y,person-30y,person-31y,person-31x,person-32y,person-32x,person-33y,person-34y,person-35y,person-35x,person-36y,person-37y,person-37x,person-38y,person-39y,person-38x,person-40y,person-41y,person-41x,person-42y,person-43y,person-44y,person-45y,person-46y,person-46x,person-47y,person-47x,person-48y,person-49y,person-50y,person-51y,person-52y,person-52x,person-53y,person-53x,person-54y,person-55y,person-55x,person-56y,person-56x,person-57y,person-58y,person-58x,person-59y,person-60y
10,142.91414273726832,390.58505157667366,497.34867687170333,415.9585753141867,137.02006015563614,322.95078752587585,162.0,327.7054030654406,150.9566246818561,129.27687166449067,1109.0,59.0,123.0,180.0,1063.0,74.0,1203.0,136.0,1146.0,951.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,142.9441018536425,390.9258320913922,499.07170601075927,415.9900748104845,136.9399152346139,322.38934242097287,162.0,326.4922729441463,150.29444285651564,129.03369333034584,1109.0,59.0,122.0,180.0,1063.0,74.0,1203.0,136.0,1146.0,951.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,142.29076252664856,391.04550631887946,499.7156119213736,416.0013760402502,136.91847581440047,320.83304056008126,162.0,325.3806154315252,150.04935524312353,128.95182281091286,1109.0,60.0,122.0,180.0,1063.0,73.0,1203.0,136.0,1146.0,950.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,142.0477252915885,391.08199713087043,500.61950294444244,416.00504783052247,137.58682039565656,320.2469063421337,162.0,324.98424289331285,149.9643492263205,130.27392683098554,1110.0,60.0,121.0,179.0,1063.0,73.0,1203.0,136.0,1146.0,950.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,141.96366257581346,391.7520138412326,500.95196268868585,416.0058882722929,137.1767244074355,319.36632538097103,162.0,324.85527980059004,149.93888659822176,130.10203405829088,1110.0,60.0,121.0,179.0,1063.0,73.0,1203.0,136.0,1146.0,949.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,141.9376143013959,391.333176715117,501.06787345822926,416.00572071215197,137.69091870110913,317.71071173917596,162.0,323.4859395931355,149.93509618751511,130.03412127395939,1110.0,60.0,120.0,179.0,1063.0,72.0,1203.0,137.0,1146.0,949.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,141.93444702717085,391.16616797237305,501.10217249926336,416.005250148517,137.88384691539432,317.10053930887466,162.0,322.3219303352314,149.27355442983813,129.34429156931657,1110.0,60.0,120.0,179.0,1062.0,72.0,1203.0,137.0,1146.0,948.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,142.60281207614088,391.7598937838467,501.10614858100735,416.6661948757222,137.95858574545332,317.555426973101,162.0,321.9120108306438,149.6978084355247,129.08506913320483,1110.0,59.0,120.0,179.0,1062.0,71.0,1203.0,137.0,1146.0,948.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,142.85381028194843,392.63910239747725,501.0996363572914,416.91459364653304,137.32769409938015,317.74044711940155,162.0,320.44635771419655,149.85951564056694,129.65771885304872,1110.0,59.0,120.0,179.0,1062.0,70.0,1203.0,136.0,1146.0,947.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,143.60812500897077,392.30488884835063,501.08986109025454,417.0052870873861,138.42083808580446,317.8233847555697,162.0,321.9348162393952,149.92591743782668,129.87431049273422,1110.0,58.0,120.0,179.0,1062.0,70.0,1203.0,136.0,1146.0,947.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,143.89396301175773,391.5070403814041,501.0797719073495,417.03573722311415,138.1673965954257,317.864507840777,162.0,321.838072475378,149.95382206220233,129.95698723867525,1110.0,57.0,120.0,179.0,1062.0,70.0,1203.0,135.0,1146.0,946.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,144.0000966054567,390.536645837626,499.74832918231033,417.04345806423527,137.40745097425594,317.88844300609253,162.0,319.8261887686548,149.9666440579499,130.65001534786182,1110.0,55.0,119.0,179.0,1062.0,69.0,1203.0,135.0,1146.0,946.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,144.0364899126239,389.5040672212342,498.58103486476557,416.38250796349445,137.1181114240592,317.90479403872916,162.0,320.4239348833639,149.9731933767729,129.6062405802694,1110.0,55.0,118.0,179.0,1062.0,69.0,1203.0,135.0,1146.0,945.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,144.70105698580323,390.44675729607957,498.14197337307934,416.1301847161575,138.33781460583972,317.25410658564033,162.0,321.328436964106,149.97741509161241,129.1924554179926,1110.0,55.0,117.0,180.0,1062.0,68.0,1203.0,134.0,1146.0,945.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,144.95099188064927,391.46596735731634,498.64584857692563,416.6955587977296,138.7934195674456,317.0160521432936,162.0,320.3551075543561,149.98050909133795,129.03953039719983,1110.0,55.0,117.0,180.0,1062.0,67.0,1203.0,134.0,1146.0,944.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,145.69513478882195,392.5102383164119,498.18048329619967,416.90933392776185,138.96534475416115,317.5999340923753,162.0,322.6630351856667,149.9831283399804,128.31911519971186,1110.0,54.0,116.0,181.0,1062.0,67.0,1203.0,134.0,1146.0,944.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,145.97283652635508,394.21917120785224,498.00944779308594,416.32899635692524,139.02673081918675,317.8248142718901,162.0,327.4596816936388,149.98522295810602,128.71975432667105,1110.0,54.0,116.0,182.0,1062.0,66.0,1203.0,134.0,1147.0,943.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,146.07084016496438,391.56575826763924,497.9507702828201,416.1073323495359,140.3626155748213,318.5778404029802,162.0,329.2728690934588,149.98700095096638,128.21580991053756,1110.0,47.0,114.0,182.0,1061.0,65.0,1203.0,134.0,1147.0,942.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,146.09958774946062,393.8699949128278,497.2736477643865,415.3634047167072,140.2090703507227,318.86329258028445,162.0,330.61487285746233,149.98855229884055,128.02705914677608,1110.0,45.0,112.0,183.0,1061.0,66.0,1203.0,134.0,1147.0,941.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,146.10244408537864,394.7142522058524,497.6865527625556,415.08449668555704,140.13931988064232,317.63877930692115,162.0,331.1078836799559,149.98991598074446,127.96004219551945,1110.0,44.0,112.0,183.0,1061.0,66.0,1203.0,133.0,1147.0,941.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,145.4388487351898,394.36129701083416,498.50966132040696,414.9840350111861,139.44726393672067,316.5093751949438,162.00000000000003,331.27129604549145,149.9911162175279,128.59690233750146,1110.0,44.0,111.0,183.0,1061.0,66.0,1203.0,132.0,1147.0,941.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,145.1788612118769,392.22719209550485,498.8238792116824,414.95119561525553,139.83961196406338,317.4309904406359,162.0,331.9636962770012,149.99217266548658,128.18778217723374,1110.0,42.0,108.0,183.0,1060.0,66.0,1203.0,132.0,1147.0,940.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,144.41697299804596,379.37957076628356,500.2663622352245,414.94364493887406,139.98339070930007,320.43658082134493,162.0,332.2054377394511,149.99316546218867,126.71477307572795,1110.0,42.0,105.0,183.0,1060.0,66.0,1203.0,131.0,1147.0,941.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,144.12731959324137,381.4487601026405,500.14634241006365,414.9454017233562,140.03403802328518,322.21461592781276,162.0,332.2730488528742,149.99399353612617,126.1574377757467,1110.0,40.0,106.0,182.0,1060.0,66.0,1203.0,131.0,1147.0,940.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,144.02048477685503,376.7909118713692,498.7658189825975,414.94997247421213,140.04891273180698,322.22467366539865,162.0,332.27694791170654,149.994710702759,127.29830466282715,1109.0,40.0,106.0,182.0,1059.0,66.0,1203.0,131.0,1147.0,940.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,143.98329211371686,379.19096175239395,496.89480285015395,414.29442053380797,140.7058743798062,320.89153178604215,162.0,332.2586737662229,149.99534154615515,128.3747333300514,1109.0,40.0,103.0,182.0,1059.0,66.0,1203.0,130.0,1147.0,940.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,143.97173743012627,386.7420952528421,495.54172159779085,414.04997571842375,140.29953469911985,322.3647105798631,162.0,332.23397442653066,150.65801163299307,127.48514461108473,1109.0,39.0,102.0,182.0,1059.0,65.0,1203.0,130.0,1146.0,940.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,143.97028247871702,392.1695816525954,493.064234201433,413.30235506588696,140.13506871562262,324.22561738495585,162.0,332.20782421222765,150.90635988041382,127.13711074987853,1109.0,39.0,95.0,182.0,1058.0,65.0,1203.0,129.0,1146.0,940.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,144.63586631328764,389.69177870108615,491.46847548465985,413.68926267167234,141.39182454552835,325.57156972501815,162.0,332.18487458292844,150.99791134193603,125.68108549783068,1109.0,38.0,90.0,182.0,1057.0,65.0,1203.0,129.0,1147.0,940.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,144.88563360129442,388.6902413087223,492.2407399513509,413.8421274680787,141.20439728525284,323.4265722246115,162.0,332.16289086946273,151.0292152011364,125.1395630830713,1109.0,37.0,87.0,182.0,1056.0,65.0,1203.0,128.0,1147.0,940.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,144.97915683562633,386.3187891037968,493.203199798599,413.9055495181567,141.12365970480295,322.57749428995686,162.0,332.14364409689045,151.03773972884372,124.9503715768479,1109.0,36.0,85.0,182.0,1056.0,66.0,1203.0,127.0,1147.0,940.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,145.672648968074,384.7521117683277,493.59206704049933,413.2730549155158,140.427845768299,323.58558760031843,162.0,332.1272626795903,150.37774676584033,124.89103781688308,1106.0,36.0,83.0,182.0,1056.0,66.0,1203.0,125.0,1147.0,940.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,145.9313840748024,386.17034557436966,493.75593364691827,413.03866060499104,140.1587847177563,327.92598608266667,161.3392451926755,332.11236157127314,150.78842437606792,124.87941359741345,1105.0,36.0,83.0,183.0,1055.0,66.0,1203.0,124.0,1148.0,940.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,146.0247357519441,382.73820096884555,490.53735085188447,412.9563602601052,140.72159727022927,330.18450206356283,161.0896193756606,332.09909037168404,150.94209034644373,124.88461591440416,1105.0,35.0,80.0,182.0,1056.0,66.0,1202.0,123.0,1147.0,940.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,146.05400120917767,382.77339692191305,490.6582629226725,413.5925104374744,140.92972691759093,330.3767524428397,160.99904116853483,332.0873741308309,150.9981712910514,124.23102653337278,1104.0,33.0,78.0,182.0,1055.0,66.0,1202.0,123.0,1147.0,940.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,146.06000401779534,384.13296160570064,490.0561572651375,413.17765169846933,140.34458857192152,329.7543374127057,160.96853784789974,331.41497309295494,151.0173982744859,123.99386312809068,1104.0,31.0,77.0,182.0,1055.0,66.0,1202.0,123.0,1147.0,940.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,146.0583112934387,381.9994475561644,485.23820883762755,413.02352005767995,140.11951799182157,330.14588679958626,160.9605389390305,331.8196759176926,151.02266039327287,124.58113356860733,1104.0,30.0,75.0,182.0,1054.0,66.0,1202.0,123.0,1147.0,940.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,146.05339671623358,384.5330202725483,484.0870868483738,413.63066051342713,139.37525037536838,332.9078870916152,160.96073322385357,331.3082629135406,151.02280111430173,124.80425712459132,1104.0,29.0,74.0,182.0,1053.0,67.0,1202.0,123.0,1147.0,940.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,146.04779048639497,383.5031137344398,481.6978719441425,413.2022871939032,139.75734750931278,333.2719349540706,161.6253381700206,331.11167914733846,151.0211958032595,124.89554956040507,1103.0,28.0,71.0,183.0,1052.0,67.0,1202.0,123.0,1146.0,940.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,146.04240125125182,383.11254796550725,478.18014963573853,413.04218375349313,139.24311106098918,333.3748970891196,161.87670133459795,331.0369206693315,151.01911415772102,124.93445146151171,1103.0,28.0,69.0,183.0,1052.0,67.0,1202.0,124.0,1146.0,940.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,146.03788424921308,385.6238983273121,475.5673303967764,412.9849823653303,139.71304727611522,333.3832745113852,161.97149702160573,330.3476725225943,151.67749270158657,124.95245698285322,1103.0,27.0,68.0,183.0,1052.0,66.0,1203.0,124.0,1145.0,940.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,146.03389213704492,385.25217113902886,473.9990287780122,412.9667180886237,140.55077562675268,334.0169562563822,162.00585011968388,330.7522023884199,151.92306923178614,124.96200621744205,1102.0,26.0,65.0,183.0,1052.0,67.0,1203.0,124.0,1145.0,940.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,146.02972988763022,385.10493554950114,474.83473997605887,412.96296565951593,140.86647168995228,334.23432111746655,162.0171109606232,330.9058565446336,151.3541634331313,125.62786785449002,1101.0,25.0,61.0,183.0,1052.0,67.0,1203.0,124.0,1144.0,940.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,146.02672084949683,385.7072228832002,475.85865499951865,412.9644017483698,140.98533478355884,334.9487046325989,162.0197020611984,331.62477188054856,151.13492570474997,125.8797045561429,1101.0,22.0,59.0,183.0,1052.0,66.0,1203.0,124.0,1144.0,940.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,146.02373103833224,388.5621927919616,476.9326612911539,412.9674889941024,141.0272185380282,335.1962880108482,162.01915759239085,331.8962390879241,151.05065988755615,125.97453095065352,1100.0,21.0,57.0,183.0,1051.0,65.0,1203.0,124.0,1144.0,940.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,146.020995667987,387.0249440963971,476.0636419562986,412.97101110710605,141.039619998246,334.60766457752635,162.01758548231726,331.9963653689516,151.67821788968863,126.66448883110947,1100.0,21.0,54.0,183.0,1051.0,64.0,1203.0,124.0,1144.0,940.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,146.0187441569895,387.2143657370981,476.43208678166485,412.9742170450895,141.04104121776422,335.0225631989698,162.0157767807337,332.69044593026933,151.91406704893782,126.92468490120254,1100.0,20.0,52.0,183.0,1051.0,65.0,1203.0,124.0,1143.0,940.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,146.01646653906232,387.40378737779895,475.9333566275835,412.9772720477568,141.0385993311755,335.16127646233866,162.0138974235161,332.94841625441484,152.00103047901274,127.6747399044018,1099.0,,46.0,183.0,1050.0,66.0,1203.0,124.0,1143.0,939.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,146.01466968594414,387.5932090184999,475.7688289186655,412.3181987533013,141.0350025932202,337.84236992767876,162.01237111222736,333.69827094716334,152.0309019339594,127.95489212764733,1099.0,,43.0,183.0,1050.0,64.0,1203.0,124.0,1143.0,939.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,146.01300102490688,387.7826306592008,475.06937148939295,412.07167867312165,141.0312611837934,338.1714921358912,162.0109444312535,333.97597093363237,152.03890282755023,129.35949351274127,1098.0,,43.0,183.0,1050.0,64.0,1203.0,125.0,1143.0,939.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,146.01149690043127,376.16129904563013,474.16407462462337,411.9832795713019,141.02773331158008,338.26704101014343,162.0096577918991,334.0730418548245,152.69410853775466,129.2436436340666,1098.0,17.0,43.0,183.0,1050.0,63.0,1203.0,125.0,1143.0,939.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,146.01016023710832,351.78408798281646,473.85136188058357,411.29072122712114,141.02452831327105,339.6116466343754,162.00851739128643,334.10102215864634,152.94053591574357,129.18195032340017,1098.0,17.0,43.0,183.0,1050.0,62.0,1203.0,126.0,1142.0,939.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,146.00897597302594,348.4400116307827,473.7600472388523,411.03626085834804,141.68465722057545,340.09232473361317,162.0075112112803,333.4450718895097,153.03013318635783,129.14957716115305,1098.0,16.0,43.0,183.0,1050.0,62.0,1203.0,126.0,1142.0,939.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,145.34884460677154,345.0959352787489,475.0592954675862,411.61183047375675,141.92934762015332,340.24851838083214,162.00662398901397,333.84885994599915,153.05874151579116,129.12800599934724,1098.0,,42.0,184.0,1050.0,62.0,1203.0,126.0,1142.0,939.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,145.09788132870472,341.75185892671516,474.2611488752843,411.83369845924796,142.01764269332753,340.9437052771119,162.00584152505365,333.33799400945725,152.4068257267772,129.11056783824,1098.0,,42.0,184.0,1049.0,63.0,1203.0,126.0,1142.0,939.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,145.0060510318754,338.4077825746814,473.9627496932494,411.920794938866,142.04660560720953,343.1624651946126,162.0051513456173,333.7994914443706,152.15386355860053,129.09693182309064,1097.0,,42.0,184.0,1048.0,62.0,1203.0,127.0,1141.0,939.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,144.9750723304466,335.0637062226476,473.8583990208935,411.9562136826471,141.39347800748,346.60023206713953,162.00454254682353,333.9704150272034,152.05668204359517,129.08543215179515,1097.0,,42.0,184.0,1048.0,61.0,1203.0,127.0,1140.0,939.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,144.96653723927847,331.71962987061386,473.18098831556466,411.97143904360325,141.14118153199618,347.88157944996044,162.00400555549942,334.0309012033615,152.01971348824702,129.07611262904294,1097.0,,40.0,184.0,1048.0,60.0,1203.0,128.0,1140.0,938.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,145.63116923322883,328.3755535185801,472.2828160869872,411.97868436856584,140.38331666141966,350.9418182041999,162.0035319356517,333.38894363709704,152.00594738157514,129.06669734435724,1097.0,,38.0,184.0,1048.0,58.0,1204.0,129.0,1140.0,938.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
